Date|Code|Description|Type|Isin Code|Issuer|Status|Stock Exchange|Listing Date|Currency|Form|Eff. Date Isin|Maturity Date|Expire Date|Exercise Price|Interest|Interest Type|Interest Freq|Nominal Value|Num. of Sec|Originated Amt|Current Amt|Total Scripless|Local (%)|Foreign (%)|Total (%)|Sector|Closing Price
29-MAY-2026|SKYB|NORTHCLIFF CITRANUSA INDONESIA Tbk|EQUITY|ID1000115801|NORTHCLIFF CITRANUSA INDONESIA Tbk, PT|ACTIVE|IDX|07-JUL-2010|IDR|Electronic||||||||100|585000000|||585000000|55.67|44.33|100|RETAIL TRADE|51
29-MAY-2026|SLIS|GAYA ABADI SEMPURNA Tbk|EQUITY|ID1000151608|GAYA ABADI SEMPURNA Tbk, PT|ACTIVE|IDX|07-OCT-2019|IDR|Certificate||||||||50|2463340689|||2463340689|99.27|0.73|100|ELECTRONICS|75
29-MAY-2026|SMAR|SINAR MAS AGRO RESOURCES AND TECHNOLOGY Tbk|EQUITY|ID1000101504|PT SINAR MAS AGRO RESOURCES AND TECHNOLOGY Tbk. (PT. SMART TBK)|ACTIVE|IDX||IDR|Electronic|20-JUN-2005|||||||200|2872193366|||216823000|5.41|2.14|7.55|PLANTATION|4910
29-MAY-2026|SMBR|SEMEN BATURAJA (PERSERO) Tbk|EQUITY|ID1000127806|PERUSAHAAN PERSEROAN (PERSERO) PT SEMEN BATURAJA Tbk|ACTIVE|IDX|28-JUN-2013|IDR|Electronic||||||||100|9932534336|||2432534236|24.25|0.24|24.49|CEMENT|167
29-MAY-2026|SMCB|SOLUSI BANGUN INDONESIA Tbk|EQUITY|ID1000072309|SOLUSI BANGUN INDONESIA Tbk, PT|ACTIVE|IDX|10-AUG-1977|IDR|Electronic||||||||500|9019381973|||8999515054|84.5|15.28|99.78|CEMENT|775
29-MAY-2026|SMDM|SURYAMAS DUTAMAKMUR Tbk|EQUITY|ID1000067408|PT. SURYAMAS DUTAMAKMUR Tbk|ACTIVE|IDX|12-OCT-1995|IDR|Electronic|25-APR-2001|||||||500|4772138237|||4771976362|99.97|0.03|100|PROPERTY AND REAL ESTATE|515
29-MAY-2026|SMDR|SAMUDERA INDONESIA Tbk|EQUITY|ID1000075906|SAMUDERA INDONESIA Tbk, PT|ACTIVE|IDX||IDR|Electronic||||||||5|16375600000|||4102701150|22.15|2.91|25.05|TRANSPORTATION|300
29-MAY-2026|SMGA|SUMBER MINERAL GLOBAL ABADI Tbk|EQUITY|ID1000201809|SUMBER MINERAL GLOBAL ABADI Tbk, PT|ACTIVE|IDX|30-JAN-2024|IDR|Certificate||||||||20|8750000000|||5050000000|56.96|0.75|57.71|COAL MINING|72
29-MAY-2026|SMGR|SEMEN INDONESIA (PERSERO) Tbk|EQUITY|ID1000106800|SEMEN INDONESIA (PERSERO) Tbk, PT|ACTIVE|IDX|08-JUL-1991|IDR|Electronic|07-AUG-2007|||||||100|6751540089|||3293078334|22.27|26.5|48.78|CEMENT|1690
29-MAY-2026|SMIL|SARANA MITRA LUAS Tbk|EQUITY|ID1000189103|SARANA MITRA LUAS Tbk, PT|ACTIVE|IDX|12-MAY-2023|IDR|Certificate||||||||50|8751668469|||2201668469|25.1|0.06|25.16|MACHINERY AND HEAVY EQUIPMENT|258
29-MAY-2026|SMKL|SATYAMITRA KEMAS LESTARI Tbk|EQUITY|ID1000150204|SATYAMITRA KEMAS LESTARI Tbk, PT|ACTIVE|IDX|11-JUL-2019|IDR|Electronic||||||||100|3418085290|||668085290|14.54|5.01|19.55|PULP & PAPER|146
29-MAY-2026|SMKM|SUMBER MAS KONSTRUKSI Tbk|EQUITY|ID1000166408|SUMBER MAS KONSTRUKSI Tbk, PT|ACTIVE|IDX|09-MAR-2022|IDR|Certificate||||||||100|1253000000|||1253000000|68.94|31.06|100|BUILDING CONSTRUCTION|79
29-MAY-2026|SMLE|SINERGI MULTI LESTARINDO Tbk|EQUITY|ID1000201205|SINERGI MULTI LESTARINDO Tbk, PT|ACTIVE|IDX|10-JAN-2024|IDR|Certificate||||||||10|2328153048|||2268033048|85.11|12.31|97.42|CHEMICALS|101
29-MAY-2026|SMMA|SINAR MAS MULTIARTHA Tbk|EQUITY|ID1000094501|SINAR MAS MULTIARTHA Tbk, PT|ACTIVE|IDX|05-JUL-1995|IDR|Electronic|04-MAR-2003|||||||5000|6367664717|||6310557723|84.82|14.28|99.1|OTHERS - FINANCE|17975
29-MAY-2026|SMMT|GOLDEN EAGLE ENERGY Tbk|EQUITY|ID1000100704|GOLDEN EAGLE ENERGY Tbk, PT|ACTIVE|IDX|29-FEB-2000|IDR|Electronic|08-MAR-2005|||||||125|3425000000|||3421360000|98.92|0.98|99.89|COAL MINING|1920
29-MAY-2026|SMRA|SUMMARECON AGUNG Tbk|EQUITY|ID1000092406|SUMMARECON AGUNG Tbk, PT|ACTIVE|IDX|07-MAY-1990|IDR|Electronic|16-AUG-2002|||||||100|16508568358|||12987205559|68.68|9.99|78.67|PROPERTY AND REAL ESTATE|286
29-MAY-2026|SMRU|SMR UTAMA Tbk|EQUITY|ID1000120801|SMR UTAMA Tbk. PT|ACTIVE|IDX|10-OCT-2011|IDR|Electronic||||||||100|12499385782|||12499385782|97.93|2.07|100|METAL AND MINERAL MINING|50
29-MAY-2026|SMSM|SELAMAT SEMPURNA Tbk|EQUITY|ID1000095409|PT SELAMAT SEMPURNA Tbk|ACTIVE|IDX|09-SEP-1996|IDR|Electronic|07-AUG-2003|||||||100|5758675440|||2704901884|20.25|26.72|46.97|AUTOMOTIVE AND COMPONENTS|1705
29-MAY-2026|SNLK|SUNTER LAKESIDE HOTEL Tbk|EQUITY|ID1000159809|SUNTER LAKESIDE HOTEL Tbk, PT|ACTIVE|IDX|29-MAR-2021|IDR|Certificate||||||||100|450000000|||450000000|42.94|57.06|100|RESTAURANT, HOTEL & TOURISM|244
29-MAY-2026|SOCI|SOECHI LINES Tbk|EQUITY|ID1000132905|PT. SOECHI LINES Tbk|ACTIVE|IDX|03-DEC-2014|IDR|Electronic||||||||100|7059000000|||6062373004|85.18|0.7|85.88|TRANSPORTATION|398
29-MAY-2026|SOFA|SOLUSI ENVIRONMENT ASIA Tbk|EQUITY|ID1000156300|SOLUSI ENVIRONMENT ASIA Tbk, PT|ACTIVE|IDX|07-JUL-2020|IDR|Certificate||||||||10|1653574499|||1653574499|98.07|1.93|100|WOOD INDUSTRIES|400
29-MAY-2026|SOHO|SOHO GLOBAL HEALTH Tbk|EQUITY|ID1000157506|SOHO GLOBAL HEALTH Tbk, PT|ACTIVE|IDX|08-SEP-2020|IDR|Electronic||||||||50|12691682390|||12691682390|9.1|90.9|100|PHARMACEUTICALS|1500
29-MAY-2026|SOLA|XOLARE RCR ENERGY Tbk|EQUITY|ID1000204001|XOLARE RCR ENERGY Tbk, PT|ACTIVE|IDX|08-MAY-2024|IDR|Electronic||||||||20|3287375000|||3219462500|97.5|0.43|97.93|CONSTRUCTION|114
29-MAY-2026|SONA|SONA TOPAS TOURISM INDUSTRY Tbk|EQUITY|ID1000052202|SONA TOPAS TOURISM INDUSTRY Tbk, PT|ACTIVE|IDX|21-JUL-1992|IDR|Electronic||||||||125|662400000|||578890960|82.81|4.58|87.39|RESTAURANT, HOTEL & TOURISM|2130
29-MAY-2026|SOSS|SHIELD ON SERVICE Tbk|EQUITY|ID1000146608|SHIELD ON SERVICE Tbk, PT|ACTIVE|IDX|06-NOV-2018|IDR|Electronic||||||||100|974525743|||968648866|0.54|98.86|99.4|OTHERS - MISCELLANENEOUS INDUSTRY|815
29-MAY-2026|SOTS|SATRIA MEGA KENCANA Tbk|EQUITY|ID1000147309|SATRIA MEGA KENCANA Tbk, PT|ACTIVE|IDX|10-DEC-2018|IDR|Electronic||||||||100|1000003979|||1000003979|99.88|0.12|100|PROPERTY AND REAL ESTATE|730
29-MAY-2026|SOUL|MITRA TIRTA BUWANA Tbk|EQUITY|ID1000181308|MITRA TIRTA BUWANA Tbk, PT|ACTIVE|IDX|06-JAN-2023|IDR|Certificate||||||||20|1082526223|||1082526223|99.97|0.03|100|FOOD & BEVERAGES|38
29-MAY-2026|SPMA|SUPARMA Tbk|EQUITY|ID1000054307|SUPARMA Tbk, PT|ACTIVE|IDX|15-NOV-1994|IDR|Electronic|11-JUL-2000|||||||500|4100317438|||4090762828|99.14|0.62|99.77|PULP & PAPER|208
29-MAY-2026|SPRE|SORAYA BERJAYA INDONESIA Tbk|EQUITY|ID1000204605|SORAYA BERJAYA INDONESIA Tbk, PT|ACTIVE|IDX|03-JUL-2024|IDR|Certificate||||||||25|800000000|||660000000|82.36|0.14|82.5|HOUSEWARE|75
29-MAY-2026|SPTO|SURYA PERTIWI Tbk|EQUITY|ID1000143001|SURYA PERTIWI Tbk, PT|ACTIVE|IDX|14-MAY-2018|IDR|Electronic||||||||100|2700000000|||2700000000|73.03|26.97|100|HOUSEWARE|570
29-MAY-2026|SQBI|TAISHO PHARMACEUTICAL INDONESIA Tbk SERI A|EQUITY|ID2000001504|TAISHO PHARMACEUTICAL INDONESIA Tbk, PT|ACTIVE|IDX||IDR|Electronic||||||||1000|972000|||769186|0.51|78.63|79.13|HEALTH CARE|440000
29-MAY-2026|SQMI|WILTON MAKMUR INDONESIA Tbk|EQUITY|ID1000098601|WILTON MAKMUR INDONESIA Tbk, PT|ACTIVE|IDX|15-JUL-2004|IDR|Electronic||||||||250|15537591429|||15537391429|23.24|76.76|100|WHOLESALE (DURABLE & NON DURABLE GOODS)|44
29-MAY-2026|SRAJ|SEJAHTERARAYA ANUGRAHJAYA Tbk, PT|EQUITY|ID1000118706|SEJAHTERARAYA ANUGRAHJAYA Tbk, PT|ACTIVE|IDX|11-APR-2011|IDR|Electronic||||||||100|12238959990|||12186459990|56.06|43.51|99.57|HEALTH CARE|13925
29-MAY-2026|SRIL|SRI REJEKI ISMAN Tbk|EQUITY|ID1000127400|SRI REJEKI ISMAN Tbk. PT|ACTIVE|IDX|17-JUN-2013|IDR|Electronic||||||||100|20452176844|||20012825076|80.17|17.68|97.85|TEXTILE, GARMENT|146
29-MAY-2026|SRSN|INDO ACIDATAMA Tbk|EQUITY|ID1000102601|INDO ACIDATAMA Tbk, PT|ACTIVE|IDX|11-JAN-1993|IDR|Electronic|11-OCT-2005|||||||50|6020000000|||6016751143|97.31|2.64|99.95|CHEMICALS|65
29-MAY-2026|SRTG|SARATOGA INVESTAMA SEDAYA Tbk|EQUITY|ID1000127707|SARATOGA INVESTAMA SEDAYA Tbk, PT|ACTIVE|IDX|26-JUN-2013|IDR|Electronic||||||||20|13564835000|||13564835000|93.73|6.27|100|INVESTMENT COMPANY|1560
29-MAY-2026|SSIA|SURYA SEMESTA INTERNUSA Tbk|EQUITY|ID1000119902|SURYA SEMESTA INTERNUSA Tbk, PT|ACTIVE|IDX||IDR|Electronic|07-JUL-2011|||||||125|4705249440|||4697109440|82.75|17.07|99.83|BUILDING CONSTRUCTION|1675
29-MAY-2026|SSMS|SAWIT SUMBERMAS SARANA Tbk|EQUITY|ID1000130008|SAWIT SUMBERMAS SARANA Tbk, PT|ACTIVE|IDX|12-DEC-2013|IDR|Electronic||||||||100|9525000000|||4405000000|21.24|25.01|46.25|PLANTATION|700
29-MAY-2026|SSTM|SUNSON TEXTILE MANUFACTURER Tbk|EQUITY|ID1000081508|SUNSON TEXTILE MANUFACTURER Tbk, PT|ACTIVE|IDX|08-JAN-1997|IDR|Electronic|09-APR-2002|||||||250|1170909181|||170621416|14.49|0.08|14.57|TEXTILE, GARMENT|492
29-MAY-2026|STAA|SUMBER TANI AGUNG RESOURCES Tbk|EQUITY|ID1000166507|SUMBER TANI AGUNG RESOURCES Tbk, PT|ACTIVE|IDX|10-MAR-2022|IDR|Electronic||||||||100|10903372600|||3755219834|27.18|7.26|34.44|PLANTATION|1000
29-MAY-2026|STAR|BUANA ARTHA ANUGERAH Tbk|EQUITY|ID1000120306|BUANA ARTHA ANUGERAH Tbk. PT|ACTIVE|IDX|13-JUL-2011|IDR|Electronic||||||||100|4800000602|||4800000602|47.42|52.58|100|TEXTILE, GARMENT|442
29-MAY-2026|STRK|LOVINA BEACH BREWERY Tbk|EQUITY|ID1000198708|LOVINA BEACH BREWERY Tbk, PT|ACTIVE|IDX|10-OCT-2023|IDR|Certificate||||||||12|10721835562|||10721835562|82.82|17.18|100|OTHERS - CONSUMER GOODS INDUSTRY|87
29-MAY-2026|STTP|SIANTAR TOP Tbk|EQUITY|ID1000079502|SIANTAR TOP Tbk, PT|ACTIVE|IDX|16-DEC-1996|IDR|Electronic|20-DEC-2001|||||||100|1310000000|||1309321000|95.24|4.7|99.95|FOOD & BEVERAGES|10200
29-MAY-2026|SUDI|SURYA DUMAI INDUSTRI Tbk|EQUITY|ID1000076003|SURYA DUMAI INDUSTRI Tbk, PT|ACTIVE|IDX|24-JUL-1996|IDR|Electronic||||||||100|3166666667|||1244346707|27.31|11.99|39.3|PLANTATION|0
29-MAY-2026|SUGI|SUGIH ENERGY Tbk, PT|EQUITY|ID1000092000|SUGIH ENERGY Tbk, PT|ACTIVE|IDX|19-JUN-2002|IDR|Electronic|19-JUN-2002|||||||100|24811541414|||24667683814|59.21|40.21|99.42|OTHERS - TRADE, SERVICES & INVESTMENT|50
29-MAY-2026|SULI|SLJ GLOBAL Tbk|EQUITY|ID1000088909|SLJ GLOBAL Tbk|ACTIVE|IDX|21-MAR-1994|IDR|Electronic||||||||1000|6320776836|||6309911463|39.78|60.05|99.83|WOOD INDUSTRIES|84
29-MAY-2026|SUNI|SUNINDO PRATAMA Tbk|EQUITY|ID1000181209|SUNINDO PRATAMA Tbk, PT|ACTIVE|IDX|09-JAN-2023|IDR|Certificate||||||||100|2500000000|||600000000|9.43|14.57|24|COAL MINING|685
29-MAY-2026|SUPA|SUPER BANK INDONESIA Tbk|EQUITY|ID1000212608|SUPER BANK INDONESIA Tbk, PT|ACTIVE|IDX|17-DEC-2025|IDR|Certificate||||||||100|33897017650|||30019198808|50.8|37.76|88.56|BANK|840
29-MAY-2026|SUPR|SOLUSI TUNAS PRATAMA Tbk|EQUITY|ID1000120702|SOLUSI TUNAS PRATAMA Tbk, PT|ACTIVE|IDX|11-OCT-2011|IDR|Electronic||||||||100|1137579698|||30392044|2.61|0.06|2.67|TELECOMUNICATION|43850
29-MAY-2026|SURE|SUPER ENERGY Tbk|EQUITY|ID1000145709|SUPER ENERGY Tbk, PT|ACTIVE|IDX|05-OCT-2018|IDR|Electronic||||||||100|1497576771|||615326771|2.88|38.21|41.09|CRUDE PETROLEUM & NATURAL GAS PROD.|2620
29-MAY-2026|SURI|MAJA AGUNG LATEXINDO Tbk|EQUITY|ID1000200207|MAJA AGUNG LATEXINDO Tbk, PT|ACTIVE|IDX|07-DEC-2023|IDR|Certificate||||||||20|6334375000|||6334375000|99.89|0.11|100|HEALTH CARE|69
29-MAY-2026|SWAT|SRIWAHANA ADITYAKARTA Tbk|EQUITY|ID1000143704|SRIWAHANA ADITYAKARTA Tbk, PT|ACTIVE|IDX|08-JUN-2018|IDR|Electronic||||||||100|3019200000|||664200000|21.99|0.01|22|PULP & PAPER|16
29-MAY-2026|SWID|SARASWANTI INDOLAND DEVELOPMENT Tbk|EQUITY|ID1000168602|SARASWANTI INDOLAND DEVELOPMENT Tbk, PT|ACTIVE|IDX|07-JUL-2022|IDR|Certificate||||||||20|5385019201|||1109595472|20.55|0.05|20.61|PROPERTY AND REAL ESTATE|92
29-MAY-2026|TALF|TUNAS ALFIN Tbk|EQUITY|ID1000130107|TUNAS ALFIN Tbk, PT|ACTIVE||05-DEC-2013|IDR|Electronic||||||||100|1353435000|||1353374200|95.17|4.83|100|PLASTICS & PACKAGING|710
29-MAY-2026|TAMA|LANCARTAMA SEJATI Tbk|EQUITY|ID1000154008|LANCARTAMA SEJATI Tbk, PT|ACTIVE|IDX|10-FEB-2020|IDR|Certificate||||||||25|1200000696|||1107745582|92.31|0|92.31|BUILDING CONSTRUCTION|197
29-MAY-2026|TAMU|PELAYARAN TAMARIN SAMUDRA Tbk|EQUITY|ID1000138803|PELAYARAN TAMARIN SAMUDRA Tbk, PT|ACTIVE|IDX|10-MAY-2017|IDR|Electronic||||||||10|37500000000|||37499900000|85.43|14.57|100|TRANSPORTATION|21
29-MAY-2026|TAPG|TRIPUTRA AGRO PERSADA Tbk|EQUITY|ID1000160302|TRIPUTRA AGRO PERSADA Tbk, PT|ACTIVE|IDX|12-APR-2021|IDR|Certificate||||||||100|19852540000|||19852540000|93.96|6.04|100|PLANTATION|1520
29-MAY-2026|TARA|AGUNG SEMESTA SEJAHTERA Tbk|EQUITY|ID1000132202|AGUNG SEMESTA SEJAHTERA Tbk, PT|ACTIVE|IDX|11-JUL-2014|IDR|Electronic||||||||100|10069645750|||10069645750|89.09|10.91|100|PROPERTY AND REAL ESTATE|30
29-MAY-2026|TAXI|EXPRESS TRANSINDO UTAMA Tbk|EQUITY|ID1000125404|EXPRESS TRANSINDO UTAMA Tbk|ACTIVE|IDX|02-NOV-2012|IDR|Electronic||||||||100|10223647156|||10223547156|97.57|2.43|100|TRANSPORTATION|16
29-MAY-2026|TAYS|JAYA SWARASA AGUNG Tbk|EQUITY|ID1000164601|JAYA SWARASA AGUNG Tbk, PT|ACTIVE|IDX|06-DEC-2021|IDR|Certificate||||||||50|1098920000|||1019280000|77.66|15.09|92.75|FOOD & BEVERAGES|51
29-MAY-2026|TBIG|TOWER BERSAMA INFRASTRUCTURE Tbk|EQUITY|ID1000116908|TOWER BERSAMA INFRASTRUCTURE Tbk, PT|ACTIVE|IDX|26-OCT-2010|IDR|Electronic||||||||20|22656999445|||22656999445|14.36|85.64|100|NON BUILDING CONSTRUCTION|1525
29-MAY-2026|TBLA|TUNAS BARU LAMPUNG Tbk|EQUITY|ID1000076706|TUNAS BARU LAMPUNG Tbk, PT|ACTIVE|IDX|15-FEB-2000|IDR|Electronic|29-OCT-2001|||||||125|6025373372|||6013277906|71|28.8|99.8|FOOD & BEVERAGES|630
29-MAY-2026|TBMS|TEMBAGA MULIA SEMANAN Tbk|EQUITY|ID1000066400|TEMBAGA MULIA SEMANAN Tbk, PT|ACTIVE|IDX|23-MAY-1990|IDR|Electronic|04-APR-2001|||||||1000|734680000|||193884000|9.64|16.75|26.39|METAL AND ALLIED PRODUCTS|1330
29-MAY-2026|TCID|MANDOM INDONESIA Tbk|EQUITY|ID1000053002|MANDOM INDONESIA Tbk, PT|ACTIVE|IDX|30-SEP-1993|IDR|Electronic||||||||250|402133334|||71574996|15.46|2.34|17.8|COSMETICS AND HOUSEHOLD|2780
29-MAY-2026|TCPI|TRANSCOAL PACIFIC Tbk|EQUITY|ID1000144009|TRANSCOAL PACIFIC Tbk, PT|ACTIVE|IDX|06-JUL-2018|IDR|Electronic||||||||100|5000000000|||1100000000|9.91|12.09|22|TRANSPORTATION|10850
29-MAY-2026|TDPM|TRIDOMAIN PERFORMANCE MATERIALS Tbk|EQUITY|ID1000142409|TRIDOMAIN PERFORMANCE MATERIALS Tbk, PT|ACTIVE|IDX|09-APR-2018|IDR|Electronic||||||||100|10485050500|||10485050500|7.98|92.02|100|CHEMICALS|119
29-MAY-2026|TEBE|DANA BRATA LUHUR Tbk|EQUITY|ID1000152200|DANA BRATA LUHUR Tbk, PT|ACTIVE|IDX|18-NOV-2019|IDR|Electronic||||||||100|1285000000|||1285000000|94.91|5.09|100|OTHERS - INFRASTRUCTURE, UTILITIES & TRANSPORTATIO|1005
29-MAY-2026|TECH|INDOSTERLING TECHNOMEDIA Tbk|EQUITY|ID1000156003|INDOSTERLING TECHNOMEDIA Tbk, PT|ACTIVE|IDX|04-JUN-2020|IDR|Certificate||||||||50|1256300000|||1256300000|56.32|43.68|100|COMPUTER AND SERVICES|50
29-MAY-2026|TELE|OMNI INOVASI INDONESIA Tbk|EQUITY|ID1000122104|OMNI INOVASI INDONESIA Tbk, PT|ACTIVE|IDX|12-JAN-2012|IDR|Electronic||||||||100|7310929389|||7310929389|99.7|0.3|100|RETAIL TRADE|9
29-MAY-2026|TFAS|TELEFAST INDONESIA Tbk|EQUITY|ID1000151103|TELEFAST INDONESIA Tbk, PT|ACTIVE|IDX|17-SEP-2019|IDR|Electronic||||||||20|1666666500|||1666666500|91.83|8.17|100|OTHERS - TRADE, SERVICES & INVESTMENT|214
29-MAY-2026|TFCO|TIFICO FIBER INDONESIA Tbk|EQUITY|ID1000054802|TIFICO FIBER INDONESIA Tbk, PT|ACTIVE|IDX|26-FEB-1980|IDR|Electronic|13-JUN-2000|||||||500|4823076400|||846824982|17.56|0|17.56|TEXTILE, GARMENT|600
29-MAY-2026|TGKA|TIGARAKSA SATRIA Tbk|EQUITY|ID1000102106|PT TIGARAKSA SATRIA Tbk ,|ACTIVE|IDX||IDR|Electronic|30-AUG-2005|||||||100|918492750|||916414005|99.64|0.14|99.77|INVESTMENT COMPANY|4660
29-MAY-2026|TGRA|TERREGRA ASIA ENERGY Tbk|EQUITY|ID1000138902|TERREGRA ASIA ENERGY Tbk, PT|ACTIVE|IDX|16-MAY-2017|IDR|Electronic||||||||100|2750000000|||2750000000|98.96|1.04|100|ENERGY|27
29-MAY-2026|TGUK|PLATINUM WAHAB NUSANTARA Tbk|EQUITY|ID1000191505|PLATINUM WAHAB NUSANTARA Tbk, PT|ACTIVE|IDX|10-JUL-2023|IDR|Certificate||||||||16|3571451815|||1071451815|29.97|0.03|30|FOOD & BEVERAGES|137
29-MAY-2026|SMFP07BCN8|OBLIGASI BERKELANJUTAN VII SARANA MULTIGRIYA FINANSIAL TAHAP VIII TAHUN 2025 SERI B|CORPORATE BOND|IDA0001518B0|SARANA MULTIGRIYA FINANSIAL (PERSERO). PT|ACTIVE|IDX|17-FEB-2025|IDR|Electronic||14-FEB-2028|||6.8|FIXED|3 MONTHS|||251255000000|251255000000|251255000000|100|0|100|FINANCIAL INSTITUTION|1
29-MAY-2026|SMFP07CCN1|OBLIGASI BERKELANJUTAN VII SARANA MULTIGRIYA FINANSIAL TAHAP I TAHUN 2023 SERI C|CORPORATE BOND|IDA0001338C1|SARANA MULTIGRIYA FINANSIAL (PERSERO). PT|ACTIVE|IDX|13-JUL-2023|IDR|Electronic||12-JUL-2028|||6.05|FIXED|3 MONTHS|||65000000000|65000000000|65000000000|100|0|100|FINANCIAL INSTITUTION|1
29-MAY-2026|SMFP07CCN2|OBLIGASI BERKELANJUTAN VII SARANA MULTIGRIYA FINANSIAL TAHAP II TAHUN 2023 SERI C|CORPORATE BOND|IDA0001369C6|SARANA MULTIGRIYA FINANSIAL (PERSERO). PT|ACTIVE|IDX|23-OCT-2023|IDR|Electronic||20-OCT-2028|||6.75|FIXED|3 MONTHS|||1300000000000|1300000000000|1300000000000|100|0|100|FINANCIAL INSTITUTION|1
29-MAY-2026|SMFP07CCN6|OBLIGASI BERKELANJUTAN VII SARANA MULTIGRIYA FINANSIAL TAHAP VI TAHUN 2024 SERI C|CORPORATE BOND|IDA0001473C6|SARANA MULTIGRIYA FINANSIAL (PERSERO). PT|ACTIVE|IDX|28-AUG-2024|IDR|Electronic||27-AUG-2027|||6.8|FIXED|3 MONTHS|||728254000000|728254000000|728254000000|97.37|2.63|100|FINANCIAL INSTITUTION|1
29-MAY-2026|SMFP07CCN7|OBLIGASI BERKELANJUTAN VII SARANA MULTIGRIYA FINANSIAL TAHAP VII TAHUN 2024 SERI C|CORPORATE BOND|IDA0001492C6|SARANA MULTIGRIYA FINANSIAL (PERSERO). PT|ACTIVE|IDX|28-NOV-2024|IDR|Electronic||26-NOV-2027|||6.7|FIXED|3 MONTHS|||794005000000|794005000000|794005000000|86.78|13.22|100|FINANCIAL INSTITUTION|1
29-MAY-2026|SMFP08ACN1|OBLIGASI BERKELANJUTAN VIII SARANA MULTIGRIYA FINANSIAL TAHAP I TAHUN 2025 SERI A|CORPORATE BOND|IDA0001577A8|SARANA MULTIGRIYA FINANSIAL (PERSERO). PT|ACTIVE|IDX|09-JUL-2025|IDR|Electronic||18-JUL-2026|||6.25|FIXED|3 MONTHS|||1460150000000|1460150000000|1460150000000|99.93|0.07|100|FINANCIAL INSTITUTION|1
29-MAY-2026|SMFP08ACN2|OBLIGASI BERKELANJUTAN VIII SARANA MULTIGRIYA FINANSIAL TAHAP II TAHUN 2026 SERI A|CORPORATE BOND|IDA0001667A7|SARANA MULTIGRIYA FINANSIAL (PERSERO). PT|ACTIVE|IDX|02-MAR-2026|IDR|Electronic||09-MAR-2027|||4.75|FIXED|3 MONTHS|||995000000000|995000000000|995000000000|100|0|100|FINANCIAL INSTITUTION|1
29-MAY-2026|SMFP08BCN1|OBLIGASI BERKELANJUTAN VIII SARANA MULTIGRIYA FINANSIAL TAHAP I TAHUN 2025 SERI B|CORPORATE BOND|IDA0001577B6|SARANA MULTIGRIYA FINANSIAL (PERSERO). PT|ACTIVE|IDX|09-JUL-2025|IDR|Electronic||08-JUL-2028|||6.6|FIXED|3 MONTHS|||115500000000|115500000000|115500000000|95.67|4.33|100|FINANCIAL INSTITUTION|1
29-MAY-2026|SMFP08BCN2|OBLIGASI BERKELANJUTAN VIII SARANA MULTIGRIYA FINANSIAL TAHAP II TAHUN 2026 SERI B|CORPORATE BOND|IDA0001667B5|SARANA MULTIGRIYA FINANSIAL (PERSERO). PT|ACTIVE|IDX|02-MAR-2026|IDR|Electronic||27-FEB-2028|||5.25|FIXED|3 MONTHS|||1010000000000|1010000000000|1010000000000|90.1|9.9|100|FINANCIAL INSTITUTION|1
29-MAY-2026|SMGR02BCN1|OBLIGASI BERKELANJUTAN II SEMEN INDONESIA TAHAP I TAHUN 2022 SERI B|CORPORATE BOND|IDA0001290B6|SEMEN INDONESIA (PERSERO) Tbk, PT|ACTIVE|IDX|10-NOV-2022|IDR|Electronic||09-NOV-2027|||7.7|FIXED|3 MONTHS|||589550000000|589550000000|589550000000|99.98|0.02|100|CEMENT|1
29-MAY-2026|SMII01ASLCN1|OBLIGASI KEBERLANJUTAN BERKELANJUTAN I SARANA MULTI INFRASTRUKTUR TAHAP I TAHUN 2025 SERI A|CORPORATE BOND|IDA0001574A5|SARANA MULTI INFRASTRUKTUR (PERSERO), PT|ACTIVE|IDX|09-JUL-2025|IDR|Electronic||18-JUL-2026|||6.2|FIXED|3 MONTHS|||465000000000|465000000000|465000000000|100|0|100|FINANCIAL INSTITUTION|1
29-MAY-2026|SMII01ASLCN2|OBLIGASI KEBERLANJUTAN BERKELANJUTAN I SARANA MULTI INFRASTRUKTUR TAHAP II TAHUN 2026 SERI A|CORPORATE BOND|IDA0001685A9|SARANA MULTI INFRASTRUKTUR (PERSERO), PT|ACTIVE|IDX|07-MAY-2026|IDR|Electronic||16-MAY-2027|||5.6||MONTHLY|||72128000000|72128000000|72128000000|100|0|100|FINANCIAL INSTITUTION|1
29-MAY-2026|SMII01BSLCN1|OBLIGASI KEBERLANJUTAN BERKELANJUTAN I SARANA MULTI INFRASTRUKTUR TAHAP I TAHUN 2025 SERI B|CORPORATE BOND|IDA0001574B3|SARANA MULTI INFRASTRUKTUR (PERSERO), PT|ACTIVE|IDX|09-JUL-2025|IDR|Electronic||08-JUL-2028|||6.55|FIXED|3 MONTHS|||110000000000|110000000000|110000000000|100|0|100|FINANCIAL INSTITUTION|1
29-MAY-2026|SMII01BSLCN2|OBLIGASI KEBERLANJUTAN BERKELANJUTAN I SARANA MULTI INFRASTRUKTUR TAHAP II TAHUN 2026 SERI B|CORPORATE BOND|IDA0001685B7|SARANA MULTI INFRASTRUKTUR (PERSERO), PT|ACTIVE|IDX|07-MAY-2026|IDR|Electronic||06-MAY-2029|||6.05||MONTHLY|||77872000000|77872000000|77872000000|100|0|100|FINANCIAL INSTITUTION|1
